"Country","Response_measure","date_start","date_end"
"Liechtenstein","ClosHigh",2020-03-16,2020-06-08
"Liechtenstein","ClosPrim",2020-03-16,2020-06-08
"Liechtenstein","ClosPubAny",2020-10-24,2020-11-29
"Liechtenstein","ClosPubAny",2020-12-20,2021-02-28
"Liechtenstein","ClosPubAnyPartial",2020-03-12,2020-06-06
"Liechtenstein","ClosPubAnyPartial",2020-11-30,2020-12-19
"Liechtenstein","ClosPubAnyPartial",2021-03-01,NA
"Liechtenstein","ClosSec",2020-03-16,2020-06-08
"Liechtenstein","EntertainmentVenues",2020-03-17,2020-06-06
"Liechtenstein","EntertainmentVenues",2020-12-20,2021-04-25
"Liechtenstein","EntertainmentVenuesPartial",2020-12-12,2020-12-19
"Liechtenstein","EntertainmentVenuesPartial",2021-04-26,NA
"Liechtenstein","GymsSportsCentres",2021-01-12,2021-02-28
"Liechtenstein","GymsSportsCentresPartial",2020-03-12,2020-06-06
"Liechtenstein","GymsSportsCentresPartial",2021-03-01,NA
"Liechtenstein","IndoorOver100",2020-03-13,2020-07-03
"Liechtenstein","IndoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","IndoorOver1000",2020-07-04,2020-09-30
"Liechtenstein","MasksMandatoryAllSpaces",2020-12-20,NA
"Liechtenstein","MasksMandatoryClosedSpaces",2020-10-20,2020-12-19
"Liechtenstein","MasksMandatoryClosedSpacesPartial",2020-07-06,2020-10-19
"Liechtenstein","MasksVoluntaryClosedSpacesPartial",2020-05-13,2020-07-05
"Liechtenstein","MassGather50",2020-12-20,NA
"Liechtenstein","MassGatherAll",2020-02-28,2020-09-30
"Liechtenstein","MassGatherAll",2020-12-20,NA
"Liechtenstein","NonEssentialShops",2020-03-17,2020-04-27
"Liechtenstein","OutdoorOver100",2020-03-13,2020-07-03
"Liechtenstein","OutdoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","PrivateGatheringRestrictions",2020-03-16,2020-05-20
"Liechtenstein","PrivateGatheringRestrictions",2020-10-19,NA
"Liechtenstein","RestaurantsCafes",2020-03-17,2020-05-15
"Liechtenstein","RestaurantsCafes",2020-10-24,2020-11-29
"Liechtenstein","RestaurantsCafes",2020-12-20,2021-04-25
"Liechtenstein","RestaurantsCafesPartial",2020-11-30,2020-12-19
"Liechtenstein","RestaurantsCafesPartial",2021-04-26,NA
"Liechtenstein","StayHomeGen",2020-03-21,2020-05-18
"Liechtenstein","StayHomeRiskG",2020-03-16,NA
"Liechtenstein","TeleworkingPartial",2021-01-15,NA
"Lithuania","BanOnAllEvents",2020-03-12,2020-05-31
"Lithuania","BanOnAllEvents",2020-11-07,2021-03-05
"Lithuania","BanOnAllEventsPartial",2021-03-06,NA
"Lithuania","ClosDaycare",2020-03-16,2020-04-26
"Lithuania","ClosDaycarePartial",2020-04-27,2020-05-27
"Lithuania","ClosHigh",2020-03-16,2020-05-24
"Lithuania","ClosHigh",2020-11-07,NA
"Lithuania","ClosHighPartial",2020-05-25,2020-06-30
"Lithuania","ClosHighPartial",2020-09-01,2020-11-06
"Lithuania","ClosPrim",2020-03-16,2020-05-24
"Lithuania","ClosPrim",2020-12-14,NA
"Lithuania","ClosPrimPartial",2020-05-25,2020-06-23
"Lithuania","ClosPubAnyPartial",2020-03-16,NA
"Lithuania","ClosSec",2020-03-16,2020-05-31
"Lithuania","ClosSec",2020-11-07,2021-05-02
"Lithuania","ClosSecPartial",2020-06-01,2020-06-16
"Lithuania","ClosSecPartial",2020-09-01,2020-11-06
"Lithuania","ClosSecPartial",2021-05-03,NA
"Lithuania","EntertainmentVenues",2020-03-16,2020-04-26
"Lithuania","EntertainmentVenues",2020-12-16,2021-03-05
"Lithuania","EntertainmentVenuesPartial",2020-04-27,2020-07-17
"Lithuania","EntertainmentVenuesPartial",2020-10-26,2020-12-15
"Lithuania","EntertainmentVenuesPartial",2021-04-27,NA
"Lithuania","GymsSportsCentres",2020-11-07,2021-05-02
"Lithuania","GymsSportsCentresPartial",2020-03-16,2020-06-16
"Lithuania","GymsSportsCentresPartial",2021-05-03,NA
"Lithuania","HotelsOtherAccommodationPartial",2020-11-07,NA
"Lithuania","IndoorOver100",2020-06-01,2020-06-15
"Lithuania","IndoorOver1000",2020-08-16,2020-08-31
"Lithuania","IndoorOver500",2020-06-17,2020-07-31
"Lithuania","IndoorOver500",2020-10-30,2020-11-06
"Lithuania","MasksMandatoryAllSpaces",2020-04-10,2020-04-29
"Lithuania","MasksMandatoryAllSpaces",2020-11-07,2021-02-24
"Lithuania","MasksMandatoryAllSpacesPartial",2020-04-30,2020-06-16
"Lithuania","MasksMandatoryAllSpacesPartial",2020-08-21,2020-11-06
"Lithuania","MasksMandatoryAllSpacesPartial",2021-02-25,NA
"Lithuania","MasksMandatoryClosedSpacesPartial",2020-08-01,2020-08-20
"Lithuania","MasksVoluntaryAllSpaces",2020-03-23,2020-04-09
"Lithuania","MasksVoluntaryAllSpaces",2020-06-16,2020-11-06
"Lithuania","MassGather50",2020-03-12,2020-05-03
"Lithuania","MassGather50",2020-11-07,2021-03-05
"Lithuania","MassGather50Partial",2020-05-04,2020-06-16
"Lithuania","MassGather50Partial",2021-03-06,NA
"Lithuania","MassGatherAll",2020-03-12,2020-05-03
"Lithuania","MassGatherAll",2020-07-01,2020-08-15
"Lithuania","MassGatherAll",2020-11-14,2021-03-05
"Lithuania","MassGatherAllPartial",2020-05-04,2020-06-30
"Lithuania","MassGatherAllPartial",2020-08-16,2020-08-31
"Lithuania","MassGatherAllPartial",2020-10-30,2020-11-13
"Lithuania","MassGatherAllPartial",2021-03-06,NA
"Lithuania","NonEssentialShops",2020-03-16,2020-04-22
"Lithuania","NonEssentialShops",2020-12-16,2021-02-14
"Lithuania","NonEssentialShopsPartial",2020-04-23,2020-12-15
"Lithuania","NonEssentialShopsPartial",2021-02-15,NA
"Lithuania","OutdoorOver1000",2020-06-17,2020-08-31
"Lithuania","OutdoorOver50",2020-06-01,2020-06-16
"Lithuania","OutdoorOver500",2020-10-30,2020-11-06
"Lithuania","PlaceOfWorship",2020-03-16,2020-04-26
"Lithuania","PlaceOfWorshipPartial",2020-04-27,2020-06-16
"Lithuania","PlaceOfWorshipPartial",2020-11-07,NA
"Lithuania","PrivateGatheringRestrictions",2020-11-07,2020-12-15
"Lithuania","PrivateGatheringRestrictionsPartial",2020-03-19,2020-06-08
"Lithuania","PrivateGatheringRestrictionsPartial",2020-10-26,2020-11-06
"Lithuania","RestaurantsCafes",2020-03-16,2020-04-22
"Lithuania","RestaurantsCafes",2020-11-07,2021-04-30
"Lithuania","RestaurantsCafesPartial",2020-04-23,2020-11-06
"Lithuania","SocialCircle",2020-12-16,2021-04-30
"Lithuania","StayHomeGen",2020-03-16,2020-06-16
"Lithuania","StayHomeGen",2020-11-07,2020-12-15
"Lithuania","StayHomeOrder",2020-12-16,2021-03-31
"Lithuania","Teleworking",2020-03-10,2020-06-15
"Lithuania","TeleworkingPartial",2020-06-16,NA
"Luxembourg","ClosDaycare",2020-03-16,2020-05-24
"Luxembourg","ClosDaycare",2020-12-28,2021-01-10
"Luxembourg","ClosHigh",2020-03-16,2020-05-24
"Luxembourg","ClosHigh",2020-12-28,2021-01-10
"Luxembourg","ClosPrim",2020-03-16,2020-05-24
"Luxembourg","ClosPrim",2020-12-28,2021-01-10
"Luxembourg","ClosPubAnyPartial",2020-03-16,NA
"Luxembourg","ClosSec",2020-03-16,2020-05-04
"Luxembourg","ClosSec",2020-12-28,2021-01-10
"Luxembourg","ClosSecPartial",2020-05-05,2020-05-26
"Luxembourg","ClosureOfPublicTransportPartial",2020-03-16,2020-06-08
"Luxembourg","EntertainmentVenues",2020-03-16,2020-05-10
"Luxembourg","EntertainmentVenues",2020-11-26,2021-01-10
"Luxembourg","EntertainmentVenuesPartial",2020-05-11,2020-11-25
"Luxembourg","GymsSportsCentres",2020-03-16,2020-05-29
"Luxembourg","GymsSportsCentres",2020-11-26,2021-01-10
"Luxembourg","IndoorOver100",2020-03-17,2020-05-10
"Luxembourg","IndoorOver100",2020-09-22,NA
"Luxembourg","IndoorOver1000",2020-03-09,2020-03-16
"Luxembourg","IndoorOver50",2020-05-11,2020-09-21
"Luxembourg","MasksMandatoryAllSpaces",2020-03-18,2020-04-19
"Luxembourg","MasksMandatoryAllSpacesPartial",2020-06-22,NA
"Luxembourg","MasksMandatoryClosedSpaces",2020-04-20,NA
"Luxembourg","MassGather50Partial",2020-05-11,2020-09-21
"Luxembourg","MassGatherAll",2020-03-09,2020-03-16
"Luxembourg","MassGatherAll",2020-09-22,NA
"Luxembourg","MassGatherAllPartial",2020-03-17,2020-09-21
"Luxembourg","NonEssentialShops",2020-03-16,2020-04-19
"Luxembourg","NonEssentialShopsPartial",2020-04-20,2020-05-11
"Luxembourg","NonEssentialShopsPartial",2020-10-28,NA
"Luxembourg","OutdoorOver100",2020-09-22,NA
"Luxembourg","OutdoorOver50",2020-07-19,2020-09-21
"Luxembourg","OutdoorOver500",2020-03-17,2020-07-18
"Luxembourg","PrivateGatheringRestrictions",2020-03-16,2020-05-11
"Luxembourg","PrivateGatheringRestrictions",2020-07-19,NA
"Luxembourg","RestaurantsCafes",2020-03-16,2020-05-29
"Luxembourg","RestaurantsCafes",2020-11-27,2021-04-06
"Luxembourg","RestaurantsCafesPartial",2020-05-30,2020-11-26
"Luxembourg","RestaurantsCafesPartial",2021-04-07,NA
"Luxembourg","StayHomeOrder",2020-03-18,2020-04-19
"Luxembourg","StayHomeOrderPartial",2020-04-20,2020-05-11
"Luxembourg","StayHomeOrderPartial",2020-10-30,NA
"Luxembourg","StayHomeRiskG",2020-03-12,NA
"Luxembourg","Teleworking",2020-03-13,NA
"Malta","BanOnAllEvents",2020-03-13,NA
"Malta","ClosDaycare",2020-03-13,2020-06-30
"Malta","ClosDaycare",2021-03-15,2021-04-11
"Malta","ClosHigh",2020-03-13,2020-06-30
"Malta","ClosHigh",2020-09-01,NA
"Malta","ClosPrim",2020-03-13,2020-06-30
"Malta","ClosPrim",2021-03-15,2021-04-11
"Malta","ClosPubAny",2020-03-18,2020-05-21
"Malta","ClosPubAnyPartial",2020-05-22,NA
"Malta","ClosSec",2020-03-13,2020-06-30
"Malta","ClosSec",2021-03-15,2021-04-15
"Malta","ClosSecPartial",2021-04-16,NA
"Malta","EntertainmentVenues",2020-03-18,2020-05-21
"Malta","EntertainmentVenues",2021-03-11,NA
"Malta","EntertainmentVenuesPartial",2020-08-17,2021-03-10
"Malta","GymsSportsCentres",2020-03-18,2020-06-02
"Malta","GymsSportsCentres",2021-03-11,NA
"Malta","GymsSportsCentresPartial",2020-06-03,2021-03-10
"Malta","MasksMandatoryAllSpaces",2020-11-18,NA
"Malta","MasksMandatoryClosedSpaces",2020-05-22,2020-10-17
"Malta","MassGather50",2020-03-13,NA
"Malta","MassGatherAll",2020-03-13,NA
"Malta","NonEssentialShops",2020-03-23,2020-05-21
"Malta","NonEssentialShops",2021-03-10,NA
"Malta","NonEssentialShopsPartial",2020-05-22,2021-03-09
"Malta","PlaceOfWorshipPartial",2020-08-20,NA
"Malta","RestaurantsCafes",2020-03-18,2020-05-21
"Malta","RestaurantsCafes",2021-03-11,NA
"Malta","RestaurantsCafesPartial",2020-05-22,2021-03-10
"Malta","StayHomeRiskG",2020-03-28,NA
"Malta","Teleworking",2020-05-08,NA
"Netherlands","AdaptationOfWorkplace",2020-03-25,NA
"Netherlands","BanOnAllEvents",2020-03-23,2020-05-31
"Netherlands","BanOnAllEvents",2020-11-04,NA
"Netherlands","BanOnAllEventsPartial",2020-10-14,2020-11-03
"Netherlands","ClosDaycare",2020-03-16,2020-05-10
"Netherlands","ClosDaycare",2020-12-16,2021-02-07
"Netherlands","ClosDaycarePartial",2020-06-08,2020-07-01
"Netherlands","ClosDaycarePartial",2021-02-08,2021-04-18
"Netherlands","ClosHigh",2020-03-12,2020-06-14
"Netherlands","ClosHigh",2020-12-16,2021-04-25
"Netherlands","ClosHighPartial",2020-06-15,2020-09-01
"Netherlands","ClosHighPartial",2021-04-26,NA
"Netherlands","ClosPrim",2020-03-16,2020-05-10
"Netherlands","ClosPrim",2020-12-16,2021-02-07
"Netherlands","ClosPrimPartial",2020-05-11,2020-06-08
"Netherlands","ClosPubAny",2020-12-15,2021-03-02
"Netherlands","ClosPubAnyPartial",2020-03-12,2020-12-14
"Netherlands","ClosPubAnyPartial",2021-03-03,NA
"Netherlands","ClosSec",2020-03-16,2020-06-01
"Netherlands","ClosSec",2020-12-16,2021-02-28
"Netherlands","ClosSecPartial",2020-06-02,2020-06-30
"Netherlands","ClosSecPartial",2021-03-01,NA
"Netherlands","ClosureOfPublicTransportPartial",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-11-04,2021-05-10
"Netherlands","EntertainmentVenuesPartial",2020-06-01,2020-11-03
"Netherlands","GymsSportsCentres",2020-03-16,2020-04-28
"Netherlands","GymsSportsCentres",2020-12-15,2021-03-02
"Netherlands","GymsSportsCentresPartial",2020-04-29,2020-06-30
"Netherlands","GymsSportsCentresPartial",2020-10-14,2020-12-14
"Netherlands","GymsSportsCentresPartial",2021-03-03,NA
"Netherlands","IndoorOver100",2020-03-12,2020-03-22
"Netherlands","IndoorOver100",2020-06-01,2020-09-28
"Netherlands","IndoorOver50",2020-09-29,2020-10-13
"Netherlands","MasksMandatoryClosedSpaces",2020-12-01,NA
"Netherlands","MasksMandatoryClosedSpacesPartial",2020-06-01,2020-10-04
"Netherlands","MasksVoluntaryClosedSpacesPartial",2020-10-05,2020-11-30
"Netherlands","MassGather50",2020-03-23,2020-05-31
"Netherlands","MassGather50",2020-09-29,2020-10-13
"Netherlands","MassGather50",2020-11-04,NA
"Netherlands","MassGather50Partial",2020-10-14,2020-11-03
"Netherlands","MassGatherAll",2020-03-12,2020-06-30
"Netherlands","MassGatherAll",2020-09-29,2020-10-13
"Netherlands","MassGatherAll",2020-11-04,NA
"Netherlands","MassGatherAllPartial",2020-07-01,2020-09-28
"Netherlands","MassGatherAllPartial",2020-10-14,2020-11-03
"Netherlands","NonEssentialShops",2020-12-15,2021-03-02
"Netherlands","NonEssentialShopsPartial",2021-03-03,2021-04-27
"Netherlands","OutdoorOver100",2020-03-12,2020-03-22
"Netherlands","OutdoorOver50",2020-09-29,2020-10-13
"Netherlands","OutdoorOver500",2020-07-01,2020-09-28
"Netherlands","PlaceOfWorship",2020-03-16,2020-05-31
"Netherlands","PlaceOfWorshipPartial",2020-06-01,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-03-23,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-08-18,NA
"Netherlands","RestaurantsCafes",2020-03-15,2020-05-31
"Netherlands","RestaurantsCafes",2020-10-14,2021-04-27
"Netherlands","RestaurantsCafesPartial",2020-06-01,2020-06-30
"Netherlands","RestaurantsCafesPartial",2020-09-29,2020-10-13
"Netherlands","RestaurantsCafesPartial",2021-04-28,NA
"Netherlands","StayHomeGen",2020-03-18,2020-05-10
"Netherlands","StayHomeGen",2020-12-15,2021-01-22
"Netherlands","StayHomeGen",2021-04-29,NA
"Netherlands","StayHomeGenPartial",2020-05-11,2020-06-01
"Netherlands","StayHomeGenPartial",2020-11-04,2020-12-14
"Netherlands","StayHomeOrderPartial",2021-01-23,2021-04-28
"Netherlands","StayHomeRiskG",2020-03-13,2020-06-26
"Netherlands","Teleworking",2020-03-12,2020-05-31
"Netherlands","Teleworking",2020-08-18,NA
"Netherlands","TeleworkingPartial",2020-06-01,2020-08-17
"Netherlands","WorkplaceClosures",2020-03-23,2020-05-10
"Netherlands","WorkplaceClosures",2020-12-15,2021-03-02
"Netherlands","WorkplaceClosuresPartial",2021-03-03,2021-04-27
"Norway","BanOnAllEvents",2020-03-12,2020-05-06
"Norway","ClosDaycare",2020-03-12,2020-04-20
"Norway","ClosHigh",2020-03-12,2020-06-14
"Norway","ClosHigh",2021-01-04,2021-02-18
"Norway","ClosHighPartial",2020-11-09,2021-01-03
"Norway","ClosHighPartial",2021-02-19,NA
"Norway","ClosPrim",2020-03-12,2020-04-26
"Norway","ClosPubAny",2020-03-12,2020-05-31
"Norway","ClosPubAnyPartial",2020-06-01,NA
"Norway","ClosSec",2020-03-12,2020-05-11
"Norway","ClosSecPartial",2021-01-04,2021-01-17
"Norway","EntertainmentVenues",2020-03-12,2020-05-31
"Norway","EntertainmentVenues",2021-03-25,NA
"Norway","EntertainmentVenuesPartial",2020-06-01,2021-01-03
"Norway","GymsSportsCentres",2020-03-12,2020-05-14
"Norway","GymsSportsCentres",2021-01-03,2021-01-17
"Norway","GymsSportsCentres",2021-03-25,2021-04-15
"Norway","GymsSportsCentresPartial",2021-01-18,2021-03-24
"Norway","GymsSportsCentresPartial",2021-04-16,NA
"Norway","IndoorOver100",2021-02-19,2021-03-24
"Norway","IndoorOver50",2020-05-07,2020-06-14
"Norway","IndoorOver50",2021-03-25,NA
"Norway","IndoorOver500",2020-06-15,2021-02-18
"Norway","MasksVoluntaryAllSpacesPartial",2020-08-14,NA
"Norway","MassGather50",2020-03-12,2020-06-14
"Norway","MassGather50",2021-03-25,2021-04-15
"Norway","MassGather50Partial",2021-04-16,NA
"Norway","MassGatherAll",2020-03-12,2020-06-14
"Norway","MassGatherAll",2020-10-12,2021-04-15
"Norway","MassGatherAllPartial",2020-06-15,2020-10-11
"Norway","MassGatherAllPartial",2021-04-16,NA
"Norway","OutdoorOver100",2021-04-16,NA
"Norway","OutdoorOver50",2020-05-07,2020-06-14
"Norway","OutdoorOver50",2021-03-25,2021-04-15
"Norway","OutdoorOver500",2020-06-15,2021-03-24
"Norway","PrivateGatheringRestrictions",2020-06-02,NA
"Norway","RestaurantsCafes",2020-03-12,2020-05-31
"Norway","RestaurantsCafesPartial",2020-06-01,NA
"Norway","StayHomeGen",2020-11-09,2021-01-03
"Norway","StayHomeRiskG",2020-03-12,2020-06-01
"Norway","Teleworking",2020-03-10,NA
"Poland","AdaptationOfWorkplace",2020-04-02,NA
"Poland","BanOnAllEvents",2020-11-07,2021-05-07
"Poland","BanOnAllEventsPartial",2020-07-17,2020-08-06
"Poland","ClosDaycare",2020-03-12,2020-05-06
"Poland","ClosDaycarePartial",2021-03-27,2021-04-18
"Poland","ClosHigh",2020-03-12,2020-05-24
"Poland","ClosHighPartial",2020-05-25,2020-08-31
"Poland","ClosHighPartial",2020-10-01,NA
"Poland","ClosPrim",2020-03-12,2020-05-24
"Poland","ClosPrim",2020-11-10,2021-01-17
"Poland","ClosPrim",2021-03-20,2021-04-25
"Poland","ClosPrimPartial",2020-05-25,2020-06-30
"Poland","ClosPrimPartial",2020-10-24,2020-11-09
"Poland","ClosPrimPartial",2021-01-18,2021-02-25
"Poland","ClosPrimPartial",2021-04-26,NA
"Poland","ClosPubAny",2020-03-14,2020-03-14
"Poland","ClosPubAnyPartial",2020-03-15,NA
"Poland","ClosSec",2020-03-12,2020-05-24
"Poland","ClosSec",2020-10-24,NA
"Poland","ClosSecPartial",2020-05-25,2020-06-30
"Poland","ClosSecPartial",2020-09-01,2020-10-23
"Poland","ClosureOfPublicTransportPartial",2020-03-15,NA
"Poland","EntertainmentVenues",2020-03-14,2020-06-06
"Poland","EntertainmentVenues",2020-10-24,2021-01-31
"Poland","EntertainmentVenues",2021-03-20,2021-05-03
"Poland","EntertainmentVenuesPartial",2020-06-07,2020-10-16
"Poland","EntertainmentVenuesPartial",2021-02-01,2021-03-19
"Poland","EntertainmentVenuesPartial",2021-05-04,NA
"Poland","GymsSportsCentres",2020-03-14,2020-06-04
"Poland","GymsSportsCentres",2020-10-17,2021-02-14
"Poland","GymsSportsCentres",2021-03-20,2021-04-15
"Poland","GymsSportsCentresPartial",2020-06-05,2020-08-06
"Poland","GymsSportsCentresPartial",2021-04-16,NA
"Poland","HotelsOtherAccommodation",2020-03-14,2020-05-04
"Poland","HotelsOtherAccommodationPartial",2020-10-24,NA
"Poland","IndoorOver100",2020-08-07,2020-10-22
"Poland","IndoorOver50",2020-03-14,2020-05-03
"Poland","IndoorOver50",2020-10-23,2020-11-06
"Poland","IndoorOver50",2021-05-08,NA
"Poland","IndoorOver500",2020-03-10,2020-03-13
"Poland","MasksMandatoryAllSpaces",2020-04-16,2020-05-29
"Poland","MasksMandatoryAllSpaces",2020-10-10,NA
"Poland","MasksMandatoryClosedSpacesPartial",2020-05-30,2020-09-18
"Poland","MassGather50",2020-03-14,2020-05-29
"Poland","MassGather50",2020-10-23,2021-05-07
"Poland","MassGather50Partial",2020-07-17,2020-08-06
"Poland","MassGather50Partial",2021-05-08,NA
"Poland","MassGatherAll",2020-03-10,2020-06-18
"Poland","MassGatherAll",2020-10-17,2021-05-07
"Poland","MassGatherAllPartial",2020-06-19,2020-10-16
"Poland","MassGatherAllPartial",2021-05-08,NA
"Poland","NonEssentialShops",2020-03-14,2020-05-17
"Poland","NonEssentialShops",2020-11-07,2021-01-31
"Poland","NonEssentialShops",2021-03-20,2021-04-25
"Poland","NonEssentialShopsPartial",2021-02-01,2021-03-19
"Poland","NonEssentialShopsPartial",2021-05-04,NA
"Poland","OutdoorOver100",2020-05-30,2020-07-16
"Poland","OutdoorOver50",2020-03-14,2020-05-29
"Poland","OutdoorOver50",2021-05-08,NA
"Poland","OutdoorOver500",2020-08-07,2020-10-10
"Poland","PlaceOfWorshipPartial",2020-04-19,2020-05-30
"Poland","PlaceOfWorshipPartial",2020-08-09,NA
"Poland","PrivateGatheringRestrictions",2020-04-02,2020-05-29
"Poland","PrivateGatheringRestrictions",2020-10-17,2021-05-07
"Poland","PrivateGatheringRestrictionsPartial",2021-05-08,NA
"Poland","RestaurantsCafes",2020-03-14,2020-05-17
"Poland","RestaurantsCafes",2020-10-24,NA
"Poland","RestaurantsCafesPartial",2020-05-18,2020-05-29
"Poland","StayHomeGen",2020-04-19,2020-05-04
"Poland","StayHomeOrder",2020-03-24,2020-04-18
"Poland","StayHomeRiskG",2020-03-08,NA
"Poland","Teleworking",2020-03-08,NA
"Portugal","BanOnAllEvents",2020-05-04,2021-04-15
"Portugal","BanOnAllEventsPartial",2021-04-16,NA
"Portugal","ClosDaycare",2020-03-16,2020-05-17
"Portugal","ClosDaycare",2021-01-22,2021-03-14
"Portugal","ClosDaycarePartial",2020-05-18,2020-05-31
"Portugal","ClosHigh",2020-03-16,2020-05-17
"Portugal","ClosHigh",2021-01-22,2021-04-15
"Portugal","ClosHighPartial",2020-05-18,2020-09-07
"Portugal","ClosPrim",2020-03-16,2020-09-14
"Portugal","ClosPrim",2021-01-22,2021-03-14
"Portugal","ClosPubAny",2020-03-13,2020-03-17
"Portugal","ClosPubAnyPartial",2020-03-18,NA
"Portugal","ClosSec",2020-03-16,2020-05-17
"Portugal","ClosSec",2021-01-22,2021-03-31
"Portugal","ClosSecPartial",2020-05-18,2020-09-14
"Portugal","ClosSecPartial",2021-04-01,2021-04-15
"Portugal","ClosureOfPublicTransportPartial",2020-03-18,NA
"Portugal","EntertainmentVenues",2020-03-13,2020-05-17
"Portugal","EntertainmentVenues",2021-01-15,2021-04-15
"Portugal","EntertainmentVenuesPartial",2020-05-18,2020-06-01
"Portugal","EntertainmentVenuesPartial",2020-11-24,2021-01-14
"Portugal","EntertainmentVenuesPartial",2021-04-16,NA
"Portugal","GymsSportsCentres",2020-03-15,2020-05-03
"Portugal","GymsSportsCentres",2021-01-15,2021-03-31
"Portugal","GymsSportsCentresPartial",2020-05-04,2020-11-21
"Portugal","GymsSportsCentresPartial",2021-04-01,2021-04-30
"Portugal","IndoorOver100",2020-03-15,2020-05-03
"Portugal","MasksMandatoryAllSpaces",2020-10-28,NA
"Portugal","MasksMandatoryClosedSpaces",2020-05-04,2020-10-27
"Portugal","MasksVoluntaryAllSpaces",2020-10-15,2020-10-27
"Portugal","MassGather50",2020-05-04,2021-04-15
"Portugal","MassGather50Partial",2021-04-16,NA
"Portugal","MassGatherAll",2020-03-15,2021-04-15
"Portugal","MassGatherAllPartial",2021-04-16,NA
"Portugal","NonEssentialShops",2020-03-15,2020-05-03
"Portugal","NonEssentialShops",2021-01-15,2021-03-31
"Portugal","NonEssentialShopsPartial",2020-05-04,2020-11-23
"Portugal","NonEssentialShopsPartial",2021-04-01,NA
"Portugal","OutdoorOver100",2020-03-15,2020-05-03
"Portugal","PlaceOfWorship",2020-03-13,2020-05-30
"Portugal","PrivateGatheringRestrictions",2020-05-03,NA
"Portugal","RegionalStayHomeOrder",2020-04-02,2020-05-03
"Portugal","RestaurantsCafes",2020-03-15,2020-05-31
"Portugal","RestaurantsCafes",2020-11-15,2021-03-31
"Portugal","RestaurantsCafesPartial",2021-04-01,NA
"Portugal","StayHomeGen",2020-03-19,2020-05-02
"Portugal","StayHomeOrder",2021-01-15,NA
"Portugal","StayHomeRiskG",2020-03-18,2020-05-02
"Portugal","Teleworking",2020-03-16,2020-05-31
"Portugal","Teleworking",2021-01-15,2021-04-30
"Portugal","TeleworkingPartial",2020-06-01,2020-10-22
"Portugal","TeleworkingPartial",2021-05-01,NA
"Romania","AdaptationOfWorkplace",2020-03-16,NA
"Romania","ClosDaycare",2020-03-16,2020-06-14
"Romania","ClosDaycarePartial",2020-06-15,2020-09-14
"Romania","ClosHigh",2020-03-16,2020-06-14
"Romania","ClosHighPartial",2020-08-31,NA
"Romania","ClosPrim",2020-03-16,2020-06-14
"Romania","ClosPrim",2020-11-09,2020-12-23
"Romania","ClosPrim",2021-01-11,2021-02-07
"Romania","ClosPrimPartial",2020-06-15,2020-09-14
"Romania","ClosPubAny",2020-03-18,2020-05-13
"Romania","ClosPubAnyPartial",2020-05-14,NA
"Romania","ClosSec",2020-03-16,2020-06-01
"Romania","ClosSec",2020-11-09,2020-12-23
"Romania","ClosSec",2021-01-11,2021-02-07
"Romania","ClosSecPartial",2020-06-02,2020-09-14
"Romania","ClosSecPartial",2021-02-08,NA
"Romania","EntertainmentVenues",2020-03-18,2020-05-13
"Romania","EntertainmentVenuesPartial",2020-05-14,NA
"Romania","GymsSportsCentres",2020-03-18,2020-05-30
"Romania","GymsSportsCentresPartial",2020-05-31,2020-06-14
"Romania","GymsSportsCentresPartial",2021-03-25,NA
"Romania","HotelsOtherAccommodation",2020-03-18,2020-05-15
"Romania","HotelsOtherAccommodationPartial",2020-11-14,NA
"Romania","IndoorOver50",2020-09-01,NA
"Romania","MasksMandatoryAllSpaces",2020-08-01,NA
"Romania","MasksMandatoryClosedSpaces",2020-05-15,2020-07-31
"Romania","MassGather50",2020-09-01,NA
"Romania","MassGatherAll",2020-03-18,2020-10-18
"Romania","MassGatherAllPartial",2020-10-19,NA
"Romania","NonEssentialShops",2020-03-22,2020-05-13
"Romania","NonEssentialShopsPartial",2020-05-14,2020-06-14
"Romania","NonEssentialShopsPartial",2020-11-05,NA
"Romania","OutdoorOver100",2020-09-01,NA
"Romania","OutdoorOver500",2020-03-18,2020-08-31
"Romania","PlaceOfWorship",2020-03-18,2020-05-14
"Romania","PlaceOfWorshipPartial",2020-05-15,NA
"Romania","PrivateGatheringRestrictions",2020-03-22,NA
"Romania","RestaurantsCafes",2020-03-18,2020-05-31
"Romania","RestaurantsCafesPartial",2020-06-01,NA
"Romania","StayHomeOrderPartial",2020-03-22,2020-05-13
"Romania","StayHomeOrderPartial",2020-11-14,NA
"Romania","StayHomeRiskG",2020-03-25,2020-05-14
"Romania","Teleworking",2020-03-16,NA
"Slovakia","BanOnAllEvents",2020-03-10,2020-06-03
"Slovakia","BanOnAllEventsPartial",2020-11-02,2020-11-14
"Slovakia","BanOnAllEventsPartial",2020-12-30,2021-04-28
"Slovakia","ClosDaycare",2020-03-16,2020-05-31
"Slovakia","ClosDaycarePartial",2020-06-01,2020-06-30
"Slovakia","ClosHigh",2020-03-16,2020-06-09
